216	-7964.41517010 0.19646909
217	-7964.40703970 0.16435798
218	-7964.40593305 0.12301788
219	-7964.39575247 0.09020940
220	-7964.39567407 0.17349145
221	-7964.39716471 0.03854491
222	-7964.39773655 0.07268566
223	-7964.39817161 0.03687170
224	-7964.39775670 0.02838164
225	-7964.39704734 0.02833495
226	-7964.39623228 0.03175804
227	-7964.39638715 0.03138490
228	-7964.39569458 0.02886856
229	-7964.39586235 0.03060617
230	-7964.39547353 0.01819086
231	-7964.39475255 0.01452700
232	-7964.39482551 0.00804812
233	-7964.39479736 0.00626836
234	-7964.39454492 0.00535142
235	-7964.39438382 0.00444799
236	-7964.39399909 0.00353815
237	-7964.39404090 0.00271667
238	-7964.39401633 0.00203984
239	-7964.39418065 0.00164378
240	-7964.39401054 0.00156405
241	-7964.39397835 0.00100657
242	-7964.39395833 0.00095084
243	-7964.39396829 0.00093609
244	-7964.39399853 0.00092907
245	-7964.39402805 0.00089055
246	-7964.39402819 0.00080886
247	-7964.39393434 0.00078078
248	-7964.39396001 0.00066029
249	-7964.39400282 0.00053284
250	-7964.39405695 0.00040863
251	-7964.39405703 0.00021804
252	-7964.39405927 0.00012522
253	-7964.39406309 0.00008372
254	-7964.39406153 0.00005307
255	-7964.39406119 0.00003578
256	-7964.39405642 0.00002446
257	-7964.39404664 0.00001252
258	-7964.39431215 0.83809332
259	-7964.39449279 0.17967563
260	-7964.39446791 0.02775870
261	-7964.39444267 0.01868474
262	-7964.39438968 0.00485012
263	-7964.39437983 0.00084477
264	-7964.39436175 0.00033015
265	-7964.39434366 0.00049521
266	-7964.39434359 0.00013200
267	-7964.39434038 0.00011215
268	-7964.39433909 0.00012794
269	-7964.39433749 0.00013498
270	-7964.39433532 0.00006908
271	-7964.39433548 0.00003615
272	-7964.39433526 0.00002202
273	-7964.39433444 0.00002044
274	-7964.39433375 0.00002035
275	-7964.39431731 0.00001727
276	-7964.39546180 0.74514628
277	-7964.39558408 0.18759896
278	-7964.39536421 0.05318636
279	-7964.39544089 0.03662945
280	-7964.39526777 0.01270689
281	-7964.39529760 0.00583687
282	-7964.39515770 0.00341907
283	-7964.39529993 0.00930316
284	-7964.39513561 0.01192047
285	-7964.39515804 0.00653036
286	-7964.39514731 0.00314024
287	-7964.39509029 0.00387506
288	-7964.39507633 0.00121673
289	-7964.39508304 0.00127436
290	-7964.39506280 0.00065941
291	-7964.39502784 0.00027755
292	-7964.39503347 0.00009873
293	-7964.39502322 0.00009730
294	-7964.39502047 0.00004384
295	-7964.39502035 0.00004782
296	-7964.39500488 0.00001832
297	-7964.39611032 0.23253830
298	-7964.39619654 0.05028808
299	-7964.39616281 0.01057647
300	-7964.39615860 0.00533224
301	-7964.39610021 0.00281762
302	-7964.39611100 0.00030060
303	-7964.39610668 0.00013346
304	-7964.39609716 0.00011591
305	-7964.39609269 0.00007515
306	-7964.39609169 0.00004835
307	-7964.39609077 0.00002699
308	-7964.39608962 0.00002252
309	-7964.39607420 0.00001621
310	-7964.39754944 0.78216681
311	-7964.39768537 0.16920396
312	-7964.39769443 0.03178137
313	-7964.39760168 0.01560535
314	-7964.39755530 0.00553636
315	-7964.39754082 0.00145908
316	-7964.39752857 0.00021017
317	-7964.39752400 0.00011997
318	-7964.39751491 0.00010214
319	-7964.39751198 0.00008732
320	-7964.39751175 0.00007058
321	-7964.39751184 0.00003126
322	-7964.39751174 0.00003530
323	-7964.39751183 0.00002087
324	-7964.39749317 0.00001950
325	-7964.39960247 2.41700317
326	-7964.39988174 0.59694473
327	-7964.39998121 0.13156478
328	-7964.39948953 0.06586375
329	-7964.39950898 0.01171654
330	-7964.39954796 0.00348207
331	-7964.39945958 0.00229410
332	-7964.39943578 0.00227930
333	-7964.39936080 0.00223075
334	-7964.39934442 0.00310156
335	-7964.39930268 0.00204327
336	-7964.39931254 0.00103542
337	-7964.39931938 0.00082384
338	-7964.39929981 0.00071600
339	-7964.39927567 0.00047653
340	-7964.39925108 0.00029398
341	-7964.39924287 0.00013195
342	-7964.39924582 0.00006706
343	-7964.39924699 0.00005774
344	-7964.39924553 0.00005089
345	-7964.39924504 0.00004821
346	-7964.39924583 0.00005306
347	-7964.39924446 0.00005364
348	-7964.39924377 0.00004616
349	-7964.39924081 0.00003341
350	-7964.39924111 0.00002112
351	-7964.39922868 0.00001343
352	-7964.40134488 0.18270862
353	-7964.40138689 0.04084979
354	-7964.40130937 0.00927041
355	-7964.40129352 0.00704556
356	-7964.40127879 0.00078032
357	-7964.40127220 0.00039513
358	-7964.40126656 0.00031343
359	-7964.40123782 0.00048588
360	-7964.40124049 0.00022415
361	-7964.40123279 0.00014047
362	-7964.40123169 0.00012374
363	-7964.40123075 0.00010039
364	-7964.40122864 0.00006429
365	-7964.40122737 0.00004516
366	-7964.40122684 0.00002521
367	-7964.40120987 0.00001785
368	-7964.40332958 0.91559730
369	-7964.40402342 0.20848978
370	-7964.40387390 0.10362741
371	-7964.40366017 0.03435290
372	-7964.40368066 0.00536875
373	-7964.40368930 0.00281954
374	-7964.40369311 0.00275049
375	-7964.40356177 0.00280511
376	-7964.40353388 0.00240571
377	-7964.40351873 0.00201339
378	-7964.40351847 0.00138956
379	-7964.40349018 0.00114666
380	-7964.40346689 0.00062313
381	-7964.40343584 0.00042338
382	-7964.40343211 0.00018065
383	-7964.40341236 0.00011386
384	-7964.40341195 0.00004152
385	-7964.40341065 0.00002907
386	-7964.40339608 0.00001723
387	-7964.40565180 0.23505146
388	-7964.40581446 0.03105739
389	-7964.40580717 0.01010100
390	-7964.40575463 0.00502386
391	-7964.40573021 0.00183779
392	-7964.40573257 0.00029563
393	-7964.40572720 0.00010648
394	-7964.40572362 0.00004262
395	-7964.40572153 0.00002350
396	-7964.40571299 0.00001165
397	-7964.40782032 0.52802081
398	-7964.40829884 0.06083324
399	-7964.40825145 0.03432514
400	-7964.40818395 0.01346471
401	-7964.40815340 0.00436016
402	-7964.40814864 0.00131672
403	-7964.40815060 0.00040068
404	-7964.40814288 0.00049100
405	-7964.40811979 0.00044242
406	-7964.40811840 0.00037778
407	-7964.40811227 0.00032871
408	-7964.40811320 0.00023719
409	-7964.40811167 0.00018396
410	-7964.40811136 0.00014165
411	-7964.40810762 0.00011103
412	-7964.40810745 0.00007283
413	-7964.40810608 0.00005895
414	-7964.40810573 0.00005202
415	-7964.40810495 0.00003360
416	-7964.40808872 0.00001877
417	-7964.41087717 0.14187709
418	-7964.41075209 0.06709036
419	-7964.41071559 0.02213077
420	-7964.41069075 0.00723839
421	-7964.41064043 0.00360038
422	-7964.41065142 0.00155519
423	-7964.41065207 0.00142293
424	-7964.41055656 0.00144479
425	-7964.41056323 0.00096832
426	-7964.41054307 0.00099687
427	-7964.41054218 0.00056117
428	-7964.41054056 0.00116375
429	-7964.41052869 0.00051767
430	-7964.41050088 0.00058413
431	-7964.41050312 0.00021300
432	-7964.41049636 0.00014000
433	-7964.41049607 0.00012634
434	-7964.41049511 0.00010712
435	-7964.41048918 0.00009136
436	-7964.41049043 0.00005047
437	-7964.41048959 0.00003447
438	-7964.41048807 0.00002246
439	-7964.41047722 0.00001285
440	-7964.41285392 0.31818486
441	-7964.41299957 0.08550072
442	-7964.41298311 0.02850392
443	-7964.41287655 0.01173547
444	-7964.41288006 0.00183072
445	-7964.41288494 0.00077389
446	-7964.41287691 0.00061440
447	-7964.41284392 0.00056782
448	-7964.41283230 0.00053239
449	-7964.41282779 0.00036909
450	-7964.41283359 0.00028204
451	-7964.41282996 0.00027114
452	-7964.41282266 0.00024156
453	-7964.41281661 0.00017530
454	-7964.41281275 0.00010652
455	-7964.41281068 0.00004621
456	-7964.41280932 0.00002769
457	-7964.41279226 0.00001913
458	-7964.41515912 0.39205814
459	-7964.41528559 0.08443183
460	-7964.41522442 0.03365653
461	-7964.41511930 0.01295008
462	-7964.41513563 0.00227052
463	-7964.41513422 0.00154533
464	-7964.41511319 0.00251198
465	-7964.41508168 0.00238435
466	-7964.41504582 0.00229577
467	-7964.41504566 0.00115938
468	-7964.41503124 0.00082454
469	-7964.41503638 0.00053270
470	-7964.41502661 0.00044606
471	-7964.41502320 0.00020801
472	-7964.41502489 0.00016319
473	-7964.41502066 0.00013541
474	-7964.41501711 0.00011912
475	-7964.41501421 0.00008933
476	-7964.41501391 0.00006566
477	-7964.41501304 0.00004988
478	-7964.41501090 0.00003740
479	-7964.41499405 0.00001930
480	-7964.41716887 0.68323707
481	-7964.41732258 0.17711508
482	-7964.41743201 0.03459919
483	-7964.41720130 0.02331443
484	-7964.41721405 0.00529935
485	-7964.41720946 0.00205064
486	-7964.41715308 0.00162537
487	-7964.41711719 0.00115864
488	-7964.41711264 0.00120180
489	-7964.41710199 0.00088478
490	-7964.41711023 0.00081660
491	-7964.41706449 0.00085862
492	-7964.41707034 0.00044553
493	-7964.41707101 0.00066610
494	-7964.41706026 0.00037141
495	-7964.41706322 0.00012717
496	-7964.41705506 0.00012619
497	-7964.41705005 0.00007218
498	-7964.41705078 0.00003304
499	-7964.41705026 0.00002244
500	-7964.41703340 0.00001831
501	-7964.41909846 0.43654438
502	-7964.41919981 0.10125914
503	-7964.41913694 0.03803217
504	-7964.41901029 0.01574100
505	-7964.41901027 0.00305134
506	-7964.41899662 0.00144646
507	-7964.41897812 0.00213287
508	-7964.41895351 0.00180376
509	-7964.41889993 0.00184248
510	-7964.41890185 0.00077852
511	-7964.41889612 0.00056931
512	-7964.41889811 0.00033768
513	-7964.41889710 0.00017578
514	-7964.41889395 0.00012959
515	-7964.41889282 0.00010223
516	-7964.41888842 0.00009273
517	-7964.41888599 0.00007794
518	-7964.41888577 0.00006538
519	-7964.41888541 0.00004519
520	-7964.41888579 0.00003759
521	-7964.41888453 0.00003570
522	-7964.41888426 0.00002965
523	-7964.41888322 0.00002360
524	-7964.41888292 0.00002783
525	-7964.41887736 0.00000674
526	-7964.41918254 2.01940457
527	-7964.42099367 0.17626290
528	-7964.42098708 0.10621606
529	-7964.42073953 0.04673846
530	-7964.42071795 0.01048023
531	-7964.42071272 0.00402898
532	-7964.42068211 0.00146217
533	-7964.42067194 0.00054631
534	-7964.42063833 0.00047199
535	-7964.42062509 0.00033372
536	-7964.42063492 0.00034504
537	-7964.42062454 0.00034361
538	-7964.42062185 0.00027157
539	-7964.42061908 0.00037223
540	-7964.42061805 0.00016858
541	-7964.42061794 0.00008347
542	-7964.42061727 0.00006709
543	-7964.42061353 0.00006771
544	-7964.42061120 0.00004215
545	-7964.42059401 0.00001892
546	-7964.42141474 3.85759979
547	-7964.42333186 0.66617292
548	-7964.42328063 0.27670155
549	-7964.42271008 0.12083687
550	-7964.42244315 0.03077944
551	-7964.42252933 0.00620984
552	-7964.42255953 0.00573774
553	-7964.42239612 0.00716916
554	-7964.42233861 0.00754332
555	-7964.42226162 0.00568861
556	-7964.42227831 0.00374256
557	-7964.42226207 0.00135049
558	-7964.42224849 0.00073028
559	-7964.42222865 0.00062573
560	-7964.42222213 0.00049591
561	-7964.42220869 0.00034721
562	-7964.42219329 0.00030154
563	-7964.42218250 0.00022241
564	-7964.42218292 0.00020248
565	-7964.42218136 0.00015529
566	-7964.42217903 0.00013812
567	-7964.42217866 0.00010060
568	-7964.42217649 0.00009626
569	-7964.42217763 0.00007249
570	-7964.42217696 0.00007784
571	-7964.42217417 0.00006082
572	-7964.42217213 0.00006797
573	-7964.42217170 0.00003179
574	-7964.42217248 0.00002178
575	-7964.42217247 0.00002622
576	-7964.42216074 0.00001243
577	-7964.42182946 3.04324225
578	-7964.42418264 0.30890632
579	-7964.42421670 0.16168983
580	-7964.42381366 0.07031705
581	-7964.42379055 0.01544020
582	-7964.42376334 0.00578558
583	-7964.42371718 0.00200708
584	-7964.42366875 0.00068838
585	-7964.42366739 0.00038046
586	-7964.42363604 0.00038899
587	-7964.42364653 0.00029732
588	-7964.42363985 0.00029709
589	-7964.42363619 0.00030589
590	-7964.42363060 0.00024076
591	-7964.42362426 0.00017863
592	-7964.42362517 0.00011472
593	-7964.42362603 0.00008082
594	-7964.42362662 0.00007755
595	-7964.42362127 0.00007925
596	-7964.42362044 0.00005865
597	-7964.42361963 0.00005010
598	-7964.42361865 0.00003453
599	-7964.42361809 0.00002711
600	-7964.42361820 0.00002155
601	-7964.42360285 0.00001639
602	-7964.42556000 0.47552490
603	-7964.42544064 0.17577266
604	-7964.42544198 0.04551175
605	-7964.42520711 0.02428062
606	-7964.42529736 0.00411119
607	-7964.42527330 0.00297136
608	-7964.42523590 0.00242036
609	-7964.42513498 0.00222289
610	-7964.42506134 0.00184672
611	-7964.42506248 0.00157910
612	-7964.42506338 0.00121220
613	-7964.42504350 0.00114854
614	-7964.42501982 0.00092315
615	-7964.42499423 0.00059162
616	-7964.42498284 0.00033621
617	-7964.42498135 0.00029986
618	-7964.42497388 0.00023748
619	-7964.42495284 0.00023649
620	-7964.42495721 0.00014078
621	-7964.42495610 0.00010741
622	-7964.42495123 0.00007840
623	-7964.42495202 0.00006110
624	-7964.42495176 0.00004789
625	-7964.42495019 0.00004074
626	-7964.42495039 0.00002671
627	-7964.42493507 0.00001852
628	-7964.42552500 1.10961591
629	-7964.42649993 0.12826753
630	-7964.42652889 0.05173448
631	-7964.42627127 0.02544056
632	-7964.42629403 0.00670709
633	-7964.42626573 0.00499893
634	-7964.42622773 0.00273349
635	-7964.42621351 0.00087653
636	-7964.42620845 0.00103584
637	-7964.42618101 0.00113104
638	-7964.42618424 0.00060993
